Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Expandable Memory,Graphic Processor,Number of Cores,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,price,off_percentage,rating,Model Name,Battery Cell,Clock Speed,Backlit Keyboard,Processor Generation,Cache,OS Architecture,Supported Operating System,HDMI Port,Hardware Interface,Finger Print Sensor,EMMC Storage Capacity,RAM Frequency,System Architecture,Chipset,RPM,Multi Card Slot,Sound Chip,Ethernet,Security Chip,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,RJ45,Refresh Rate,HDD Capacity,Memory Slots,Lock Port,Antivirus,Other Accessories,NFC Support,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Laptop Bag,TGP,Stylus Included,Inbuilt 4G LTE,Color Gamut,Brightness,Wireless WAN,Recovery Options,International Warranty,Face Recognition,S-video,Optane Memory,Cloud Storage
1 Laptop:: 2 User manual :: 3 Adaptar,245 G8,689T5PA,,Black,Business Laptop,Everyday Use,Up to 10 hours,,No,AMD,Ryzen 5 Quad Core,Yes,512 GB,8 GB,DDR4,R5 5500,,AMD Radeon AMD,,Windows 11 Home,,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,HD,Built-in Stereo Speakers,Built-in Digital Microphone,,802.11ac,v5.0,324 x 225.9 x 19.9mm,1.47 Kg,Not Available,Yes,Full Size Textured island-style Keyboard,,,,1 Year Onsite warranty by OEM,Onsite,Manufacturing Damage,Physical Damage,1 Year,"₹41,490",13% off,4.3,245 G8,3 Cell,3.6GHz Upto 4.2GHz,,,4 MB,,Windows 11 Home,,,,,,,,,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",16-f1003TU,6H8W2PA#ACJ,Spectre Eyesafe Intel Evo,Nightfall Black,Thin and Light Laptop,Performance,,,No,Intel,Core i7,Yes,512 GB,16 GB,LPDDR4X,12700H,,NA,,Windows 11 Home,Yes,"2 x USB Thunderbolt 4, 1 x SuperSpeed USB Type-A",Yes,40.64 cm (16 Inch),3072 x 1920 Pixel,"3K+, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, anti-reflection Corning Gorilla Glass NBT, Low Blue Light, Flicker Free
, SDR Brightness: 400 nits, HDR Brightness: 500 nits, Color Gamut: 100% sRGB",Built-in Speakers,,,Intel Wi-Fi 6E AX211 (2x2),v5.2,298 x 220 x 16 mm,1.34 Kg,Not Available,HP True Vision 5MP Infrared (IR) camera with camera shutter,"Full-size, backlit, nightfall Black keyboard",,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"₹1,46,990",6% off,4.7,x360 f1003TU,,2.3 GHz GHz with Max Turbo Boost Frequency Up to 4.70 GHz,,12th Gen,,64 bit,Windows 11 Home,1 x HDMI 2.1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power adapter, MSI Pen, Laptop Bag",Summit E13FlipEvo A13MT-226IN,9S7-13P311-226,,Black,Thin and Light Laptop,Processing & Multitasking,,65W adapter,No,Intel,Core i7,Yes,1 TB,16 GB,LPDDR5,1360P,,Intel Integrated Iris Xe,,Windows 11 Home,,"2 x Type-C (USB / DP / Thunderbolt 4) with PD charging, 1 x Type-A USB3.2 Gen1",No,34.04 cm (13.4 Inch),1920 x 1200 Pixel,"Full HD+, 120Hz 100% sRGB, IPS-Level pen touch",Built-in Speakers,Yes,,Intel Killer Wi-Fi 6E AX1675(s),v5.2,300.2 x 222.25 x 14.9 mm,1.35 Kg,Not Available,IR FHD type (30fps@1080p),Single Backlit Keyboard (White),,,,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,"₹1,37,990",16% off,,Summit E13FlipEvo A13MT-226IN,4 cell,Max Turbo Frequency up to 5.0 GHz,Yes,13th Gen,,,,1 x HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",14s-fq1083AU,4U582PA#ACJ,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,8 GB,DDR4,5700U,,AMD Radeon AMD,,Windows 10 Home,Yes,,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTS",Built-in Dual Speakers,Built-in dual array digital microphones,Built-in speaker,Realtek Wi-Fi CERTIFIED 6 (1x2),v5.2,324 x 225 x 17.9 mm,1.46 kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit, natural silver keyboard",HP Imagepad with multi-touch gesture support,Microsoft Office Home & Student 2019,41 Wh Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹60,990",17% off,4.2,14s-fq1083AU,3 cell,1.8 GHz upto max turbo frequency at 4.3 Ghz,Yes,,8M,64 bit,Windows 10 Home 64 Plus Single Language,1 x HDMI 1.4b,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",Vostro 3405,D552235WIN9B,Vostro,Accent Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Upto 10 Hours,,Yes,AMD,Ryzen 3 Dual Core,Yes,512 GB,8 GB,DDR4,3250U,16,AMD Radeon Radeon Graphics,2,Windows 11 Home,Yes,"2x USB 3.2 Gen1 ,1x USB 2.0",No,35.56 cm (14 Inch),1920 x 1080 Pixels,FHD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,328 X 239 X 19.9 mm,1.59 Kgs,Not Available,HD,English International Non Backlit Keyboard,Touchpad,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹38,650",24% off,4.2,Vostro 3405,3,3.5,No,,4,64 bit,Windows 11,1x HDMI 1.4 port,M.2 SATA,,,2400 Mhz,64,,,1x SD Media Card Reader,,Yes,,,,Yes,,,2,Kensington Lock Port,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, power adapter, user guide",M1605YA-MB742WS,90NB10R2-M00AZ0,Vivobook 16 (2023),Cool Silver,Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR4,7730U,,AMD Radeon AMD,,Windows 11 Home,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 2 x USB 3.2 Gen 1 Type-A",No,40.64 cm (16 Inch),1920 x 1200 Pixel,"WUXGA, 16:10 aspect ratio, LED Backlit, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.0,358.7 x 249.5 x 19.9 mm,1.88 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard with Num-key,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹70,990",19% off,4,M1605YA-MB742WS,3 Cell,2.0 GHz upto max turbo frequency at 4.5 Ghz,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",GA503RSZ-HQ061WS,90NR0AY2-M004J0,ROG Zephyrus G15 (2022),Eclipse Gray,Gaming Laptop,Gaming,,,Yes,AMD,Ryzen 9 Octa Core,Yes,1 TB,16 GB,DDR5,6900HS,,NVIDIA GeForce RTX 3080,,Windows 11 Home,Yes,"2 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery",No,39.62 cm (15.6 Inch),2560 x 1440 Pixel,"WQHD, 165Hz, IPS-level, 300nits,1:1000 Contrast, Anti-glare display",Built-in Speakers,,,Wi-Fi 6E(802.11ax) (Triple band) 2*2,V5.2,355 x 243 x 19.9 mm,1.90 Kg,Not Available,720P HD IR Camera for Windows Hello,Backlit Chiclet Keyboard 1-Zone RGB,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"₹1,91,990",24% off,,GA503RSZ-HQ061WS,,3.3 GHz upto max turbo frequency at 4.9 Ghz,,,,,Windows 11 Home,1 x HDMI 2.0b,,,,,,,,,,,,GDDR6,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAPTOP, adopter",E41-55 45-2,82FJ00AGIH,,Iron_grey,Laptop,"Everyday Use, Entertainment, Processing & Multitasking, Travel & Business, Performance",6 HOUR,,No,AMD,Athlon Dual Core,Yes,256 GB,4 GB,DDR4,,,AMD Radeon RADEON,,DOS,,,No,35.56 cm (14 inch),HD pixel,,,,,,V5.0,,,Not Available,,,,,,1 year warranty,ON SITE,MANUFACTURING DEFACTS,Physical Damage,,"₹21,290",43% off,3.8,E41-55,,,,,,,,,,,,,,,,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",AN16-41,NH.QLLSI.001,Gaming,Obsidian Black,Gaming Laptop,Gaming,,,No,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR5,7840HS,,NVIDIA GeForce RTX 4060,,Windows 11 Home,,"1 x USB 3.2 Gen 2 port, 1 x USB 2.0 port, 1 x USB 4 port, 1 x USB 3.2 Gen 2 port with power-off charging, 1 x USB 3.2 Gen 2 Type-C port with DC-in",No,40.64 cm (16 Inch),1920 x 1200 Pixel,"WUXGA with IPS (In-Plane Switching) technology, high-brightness (400 nits) Acer ComfyView LED-backlit TFT LCD, supporting 165 Hz, Grey to Grey 3 ms by Overdrive, Nvidia Advanced Optimus capable.",Yes,Yes,,Wi-Fi 6E Wireless LAN,v5.1,360.1 x 279.9 x 25.9/27.9 mm,2.7 Kg,Not Available,UFC with Narrow USB HD camera with Blue Glass lens with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction with Dual Mic,"103-/104-/107-key FineTip Per Key RGB-backlit keyboard with independent standard numeric keypad, international language support",,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"₹1,29,990",12% off,,AN16-41,,3.80 GHz up to 5.1 GHz,Yes,12th Gen,,,,1 x HDMI Port,,,,,,,,,,,,GDDR6,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",15ITL6/ 15ITL6 Ub,82H800U5IN,IdeaPad 3 Intel,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Upto 7.5 hours,65 W AC Adapter,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,Upto 12 GB,Intel Integrated UHD,2,Windows 10 Home,Yes,"1 x USB 2.0, 2 x USB 3.2 Gen 1",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD TN 220nits Anti-glare,Built-in Dual Speakers,Built-in array microphone,2 x 1.5W Stereo Speakers with Dolby Audio,"11ac, 2x2",v5.0,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,720p with Privacy Shutter,"Non-backlit, English",,Office Home and Student 2019 included,45 Wh Li-ion,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,"₹42,490",25% off,4.4,,,3 GHz with Turbo Boost Upto 4.1 GHz,No,11th Gen,6,64 bit,Windows 10 Home 64-bit,1 x HDMI Port(1.4),,No,,,64 bit,Intel SoC Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, power adapter, user guide",X1504VA-NJ321WS,90NB10J1-M00CN0,Vivobook 15 (2023),Quiet Blue,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1315U,,Intel Integrated UHD,,Windows 11 Home,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,,1.70 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹45,990",20% off,4.3,X1504VA-NJ321WS,3 Cell,Max Turbo Frequency up to 4.5 GHz,Yes,13th Gen,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",16-n0091AX,7K4X2PA#AC,Omen,Mica Silver,Gaming Laptop,Gaming,,,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR5,6800H,,NVIDIA GeForce RTX 3050 Ti,8,Windows 11 Home,,"2 x USB Type-A 5Gbps signaling rate, 1 x SuperSpeed USB Type-A 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",Yes,41.15 cm (16.2 Inch),1920 x 1080 Pixel,"Full HD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, 300 nits, 100% sRGB",Build-in Dual speakers,Built-in Dual Array Digital Microphones,,MediaTek Wi-Fi 6E MT7922 (2x2),v5.3,357.9 x 239.7 x 22.5 mm,2.37 kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, 4-zone RGB backlit, mica silver keyboard and 26-Key Rollover Anti-Ghosting Key technology",,,83 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,10,304",10% off,,16-n0091AX,,3.2 GHz upto 4.7 GHz,Yes,,,,,,,,,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",f2002TU,7Y6U8PA#ACJ,Spectre x360 (2023) Eyesafe Intel Evo,Nightfall Black,Laptop,Processing & Multitasking,,90W Smart AC power adaptor,Yes,Intel,Core i7,Yes,1 TB,16 GB,DDR4,13700H,,NA,14,Windows 11 Home,,"2 x Thunderbolt™ 4 with USB4™ Type-C 40Gbps signaling rate, 1 x SuperSpeed USB Type-A 10Gbps signaling rate",Yes,40.64 cm (16 Inch),3072 x 1920 Pixel,"OLED, Multitouch-enabled, IPS, edge-to-edge glass, micro-edge, anti-reflection Corning Gorilla Glass NBT, Low Blue Light, Flicker Free, Brightness: 400 nits, Color Gamut: 100% sRGB",Built-in Quad Speakers,Built-in Dual Array Digital Microphones,,Intel Wi-Fi 6E AX211 (2x2),v5.3,298 x 220.1 x 16.0,2.01 Kg,Not Available,HP True Vision 5MP Infrared (IR) camera with camera shutter,"Full-size, backlit, nightfall Black keyboard",,,83 Whr Long Life Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,46,990",12% off,,f2002TU,6 Cell,3.70GHz Upto 5.00GHz,Yes,13th Gen,24 MB,64 bit,Windows 11 Home,1 x HDMI 2.1,,,,,64 Bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",New Gaming G15,D560897WIN9S,,Dark Shadow Grey,Gaming Laptop,Gaming,Upto 7 hours,,Yes,Intel,Core i9,Yes,1 TB,16 GB,DDR5,12900H,,NVIDIA GeForce RTX 3060,,Windows 11 Home,Yes,"3 x SuperSpeed USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4/USB-C Display Port Alt-Mode",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 165Hz 300 nits Narrow Border,Built-in Speakers,,Waves Maxx Audio Pro,Intel Wi-Fi 6 AX201 (2x2) Wi-Fi,v5.2,357 x 272 x 26.9 mm,2.81 Kg,Not Available,HD Camera,Backlit Keyboard Orange,,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,,"₹1,38,990",26% off,4.8,G15-5520,6 Cell,3.6 GHz upto max turbo frequency at 5.0 Ghz,,12th Gen,,64 bit,Windows 11 Home,1 x HDMI 1.4,,No,,,,,,,,,,GDDR6,6 GB,,165 Hz,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Battery, Adapter, Cables, User Manuals",New Inspiron 15 Laptop,D560863WIN9B,Inspiron,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Upto 7 hours,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5625U,16 GB,AMD Radeon Radeon,6,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Port, 1 x USB 3.2 Gen 1 Type-C Port, 1 x USB 2.0 Port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, WVA AG Narrow Border 120 Hz 250 nits",Yes,Yes,Waves Maxx Audio Pro,802.11ac 1x1 WiFi,Yes,358 x 235 x 21.0 mm,1.68 Kg,Not Available,HD,Standard Keyboard,,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹53,490",17% off,3.9,Inspiron 3525,"3-Cell Battery, 41WHr","Base Frequency 2.30 GHz, Max Turbo Boost Upto 4.3 GHz",No,,16 MB,64 bit,Windows 11 Home,1 x HDMI 1.4,M.2 SATA,No,,3200 MHz,64 bit,,,NA,,Available,,,,No,,,2,Kensington Lock Port,McAfee,,,No,No,No,No,NA,No,,,,,,,,,,,,
"Laptop, Power adapter, MSI Bag",Prestige 16Evo A13M-266IN,9S7-159222-266,,Urban Silver,Thin and Light Laptop,Processing & Multitasking,,100W adapter,No,Intel,Core i7,Yes,1 TB,16 GB,LPDDR5,13700H,,Intel Integrated Iris Xe,,Windows 11 Home,,"2 x Type-C (USB / DP / Thunderbolt 4) with PD charging, 2 x Type-A USB3.2 Gen2",No,40.64 cm (16 Inch),2560 x 1600 Pixel,QHD+ 165Hz 100%DCI-P3,Built-in Speakers,Yes,,Intel Killer Wi-Fi 6E AX1675(i),v5.2,358 x 258.55 x 16.85 mm,1.9 Kg,Not Available,HD type (30fps@728p),Single Backlit Keyboard (White),,,,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,"₹1,24,990",17% off,,Prestige 16Evo A13M-266IN,4 cell,Max Turbo Frequency up to 5.0 GHz,Yes,13th Gen,,,,1 x HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",AN515-58,NH.QFSSI.001,Nitro 5 Gaming,Obsidian Black,Gaming Laptop,Gaming,,,No,Intel,Core i7,Yes,1 TB,16 GB,DDR4,12650H,,NVIDIA GeForce RTX 3070 Ti,,Windows 11 Home,,"2 x USB 3.2 Gen Port, 1 x USB 3.2 Gen 2 Port with power-off charging, 1 x USB 3.2 Gen 2 Type-C Port (Thunderbolt 4)",No,39.62 cm (15.6 Inch),2560 x 1440 PIxel,QHD,,,,Intel KillerTM Wi-Fi 6 AX 1650i,v5.1,360.4 x 271.09 x 25.9 mm,2.6 Kg,Not Available,UFC with Narrow USB HD camera with Blue Glass lens with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,"103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad, international language support",,,,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,"₹1,04,990",42% off,4.4,AN515-58,,3.2 GHz upto max turbo frequency at 4.7 Ghz,Yes,12th Gen,,,,1 x HDMI Port,,,,,,,,,,Killer Ethernet E2600,,GDDR6,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0028AU,7L032PA#ACJ,15s (2023),Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 5 Quad Core,Yes,512 GB,8 GB,DDR4,7520U,Upto 16 GB,AMD Radeon AMD,4,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, micro-edge, anti-glare, Brightness: 250 nits, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek Wi-Fi 6 (1x1),v5.3,358 x 242 x 19.9,1.75 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, backlit soft grey keyboard with numeric keypad",,,41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹48,990",12% off,4.1,15-fc0028AU,3 Cell,2.8GHz Upto 4.3GHz,Yes,,4 MB,64 bit,Windows 11 Home,1 x HDMI 1.4b,,,,,64 Bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power adapter, MSI Pen, Laptop Bag",Summit E16Flip A13VET-068IN,9S7-159431-068,,Ink Black,Thin and Light Laptop,Processing & Multitasking,,120W adapter,No,Intel,Core i7,Yes,1 TB,32 GB,LPDDR5,1360P,,NVIDIA GeForce RTX 4050,,Windows 11 Home,,"1 x Type-C USB3.2 Gen2, 1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 1 x Type-A USB3.2 Gen2",No,40.64 cm (16 Inch),2560 x 1600 Pixel,QHD+ 165Hz 100%DCI-P3 Pen Touch,Built-in Speakers,Yes,,Intel Wi-Fi 6E AX211,v5.2,358 x 258.55 x 16.85 mm,2.1 Kg,Not Available,IR FHD type (30fps@1080p),Single Backlit Keyboard (White),,,,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,"₹1,79,990",15% off,,Summit E16Flip A13VET-068IN,4 cell,Max Turbo Frequency up to 5.0 GHz,Yes,13th Gen,,,,1 x HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",Vostro 5625,D552238WIN9S,Inspiron,Titan Grey,Notebook,Everyday Use,Upto 7 hours,,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR4,5825U,,AMD Radeon Radeon Graphics,,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type A, 1 x USB 3.2 Gen 1 Type A, 1 x USB 3.2 Gen 2 Type-C (DP/PowerDelivery)",No,40.64 cm (16 Inch),1920 x 1080 Pixels,"FHD+, WVA AG Narrow Border 60 Hz 250 nits with Compfort View",Yes,Yes,Waves Maxx Audio Pro,MediaTek Wi-Fi 6 MT7921 2x2,v5.2,356 x 183 x 25.1 mm,1.91 Kg,Not Available,HD,Backlit Keyboard,Touchpad,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹73,890",21% off,5,Vostro 5625,4,4.5,Yes,,4,64 bit,Windows 11,1 x HDMI 1.4,M.2 SATA,Yes,,3200 MHz,64,,,"1 x SD Media Card Reader (SD, SDHC, SDXC)",,Yes,,,,Yes,,,2,Kensington Lock Port,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, power adapter, user guide",Thin GF63 12VF-268IN,9S7-16R821-268,,Black,Gaming Laptop,Gaming,,,No,Intel,Core i5,Yes,256 GB,16 GB,DDR4,12450H,,NVIDIA GeForce RTX 4060,,Windows 11 Home,,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",Build-in Dual Speakers,Yes,,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,,1.86 Kg,Not Available,HD type (30fps@720p),Red Backlit Gaming Keyboard,,,,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,"₹96,990",13% off,4.2,Thin GF63 12VF-268IN,3 Cell,3.3 GHz upto max turbo frequency at 4.4 Ghz,Yes,12th Gen,,,,,,,,,,,,,,,,GDDR6,8 GB,,,1 TB,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",3511,D560842WIN9B,Inspiron 3000,Carbon Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Upto 7 hours,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,16,Intel Integrated Intel UHD Graphics,2,Windows 11 Home,Yes,"2x USB 3.2 Gen1 ,1x USB 2.0",No,39.62 cm (15.6 Inch),1920x 1080$$Pixels pixel,FHD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,189 X 358 X 23.5 mm,1.8 Kgs,Not Available,HD,English International Backlit Keyboard,Touchpad,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹38,890",29% off,3.3,INSPIRON,3,4.1,No,11th Gen,6,64 bit,Windows 11,1x HDMI 1.4,M.2 SATA,,,2666 MHz,64,,,1x SD Media Card Reader,,Yes,,,,No,,,2,Kensington Lock Port,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, Charger and User Manual",250 G8,3D4T7PA#ACJ,G Series,Dark Ash Silver,Thin and Light Laptop,Processing & Multitasking,,65 W AC Adapter,No,Intel,Core i3,Yes,512 GB,4 GB,DDR4,1005G1,,Intel Integrated UHD,2,Windows 10 Home,Yes,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",No,39.62 cm (15.6 inch),1920x1080 Pixel,"Full HD LED Backlit, Narrow Bezel Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut)",Built in Stereo Speakers,Integrated Digital Microphone,,Intel Wi-Fi 6 AX200 802.11ax(2x2),v5.0,358 x 242 x 19.9,1.74 KG,Not Available,720p HD Webcam,Full-Size English Keyboard with Numeric Keypad,Touchpad with Multi-touch Gesture Support,"HP Support Assistant, Native Miracast Support, HP AudioSwitch, HP Documentation, HP Setup Integrated, OOBE, HP SSRM, HP Jumpstart, McAfee LiveSafe (30 Day Trial), Xerox DocuShare (30 Day Trial)","HP Long Life 3-cell, 41Wh Li-ion Battery, Energy Star Certified",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹37,990",13% off,4.3,250 G8,3,1.2 GHz with Turbo Boost Upto 3.4 GHz,No,10th Gen,4,64 bit,,1 x HDMI Port (v1.4b),NVMe PCIe,No,,2666 MHz,64,,,,,,TPM 2.0,,,Yes,,,2,,,,,,,,,,,,,,,,,,,,,,
